mode,participant,held_out_participant,target,modality,classifier,feature_count_request,fold,tn,fp,fn,tp
individual,P10,P10,valence,eeg,gnb,20,1,2,8,10,4
individual,P10,P10,valence,eeg,gnb,20,2,2,8,6,8
individual,P10,P10,valence,eeg,gnb,20,3,0,10,2,12
individual,P10,P10,valence,eeg,gnb,20,4,5,5,8,6
individual,P10,P10,valence,eeg,gnb,20,5,5,5,3,11
individual,P10,P10,valence,face,knn,all,1,7,3,9,5
individual,P10,P10,valence,face,knn,all,2,6,4,7,7
individual,P10,P10,valence,face,knn,all,3,3,7,3,11
individual,P10,P10,valence,face,knn,all,4,5,5,4,10
individual,P10,P10,valence,face,knn,all,5,4,6,2,12
individual,P10,P10,valence,face,knn,5,1,2,8,5,9
individual,P10,P10,valence,face,knn,5,2,7,3,6,8
individual,P10,P10,valence,face,knn,5,3,4,6,4,10
individual,P10,P10,valence,face,knn,5,4,5,5,7,7
individual,P10,P10,valence,face,knn,5,5,3,7,4,10
individual,P10,P10,valence,face,knn,10,1,7,3,9,5
individual,P10,P10,valence,face,knn,10,2,6,4,7,7
individual,P10,P10,valence,face,knn,10,3,3,7,3,11
individual,P10,P10,valence,face,knn,10,4,5,5,4,10
individual,P10,P10,valence,face,knn,10,5,4,6,2,12
individual,P10,P10,valence,face,knn,20,1,7,3,9,5
individual,P10,P10,valence,face,knn,20,2,6,4,7,7
individual,P10,P10,valence,face,knn,20,3,3,7,3,11
individual,P10,P10,valence,face,knn,20,4,5,5,4,10
individual,P10,P10,valence,face,knn,20,5,4,6,2,12
individual,P10,P10,valence,face,svm,all,1,4,6,8,6
individual,P10,P10,valence,face,svm,all,2,6,4,5,9
individual,P10,P10,valence,face,svm,all,3,4,6,5,9
individual,P10,P10,valence,face,svm,all,4,7,3,4,10
individual,P10,P10,valence,face,svm,all,5,4,6,5,9
individual,P10,P10,valence,face,svm,5,1,0,10,1,13
individual,P10,P10,valence,face,svm,5,2,5,5,5,9
individual,P10,P10,valence,face,svm,5,3,3,7,5,9
individual,P10,P10,valence,face,svm,5,4,0,10,6,8
individual,P10,P10,valence,face,svm,5,5,2,8,1,13
individual,P10,P10,valence,face,svm,10,1,4,6,8,6
individual,P10,P10,valence,face,svm,10,2,6,4,5,9
individual,P10,P10,valence,face,svm,10,3,4,6,5,9
individual,P10,P10,valence,face,svm,10,4,7,3,4,10
individual,P10,P10,valence,face,svm,10,5,4,6,5,9
individual,P10,P10,valence,face,svm,20,1,4,6,8,6
individual,P10,P10,valence,face,svm,20,2,6,4,5,9
individual,P10,P10,valence,face,svm,20,3,4,6,5,9
individual,P10,P10,valence,face,svm,20,4,7,3,4,10
individual,P10,P10,valence,face,svm,20,5,4,6,5,9
individual,P10,P10,valence,face,gnb,all,1,7,3,13,1
individual,P10,P10,valence,face,gnb,all,2,9,1,8,6
individual,P10,P10,valence,face,gnb,all,3,8,2,12,2
individual,P10,P10,valence,face,gnb,all,4,2,8,5,9
individual,P10,P10,valence,face,gnb,all,5,3,7,6,8
individual,P10,P10,valence,face,gnb,5,1,5,5,9,5
individual,P10,P10,valence,face,gnb,5,2,9,1,9,5
individual,P10,P10,valence,face,gnb,5,3,8,2,9,5
individual,P10,P10,valence,face,gnb,5,4,1,9,2,12
individual,P10,P10,valence,face,gnb,5,5,4,6,7,7
individual,P10,P10,valence,face,gnb,10,1,7,3,13,1
individual,P10,P10,valence,face,gnb,10,2,9,1,8,6
individual,P10,P10,valence,face,gnb,10,3,8,2,12,2
individual,P10,P10,valence,face,gnb,10,4,2,8,5,9
individual,P10,P10,valence,face,gnb,10,5,3,7,6,8
individual,P10,P10,valence,face,gnb,20,1,7,3,13,1
individual,P10,P10,valence,face,gnb,20,2,9,1,8,6
individual,P10,P10,valence,face,gnb,20,3,8,2,12,2
individual,P10,P10,valence,face,gnb,20,4,2,8,5,9
individual,P10,P10,valence,face,gnb,20,5,3,7,6,8
individual,P10,P10,valence,multimodal,knn,all,1,2,8,7,7
individual,P10,P10,valence,multimodal,knn,all,2,2,8,7,7
individual,P10,P10,valence,multimodal,knn,all,3,4,6,1,13
individual,P10,P10,valence,multimodal,knn,all,4,5,5,6,8
individual,P10,P10,valence,multimodal,knn,all,5,8,2,4,10
individual,P10,P10,valence,multimodal,knn,5,1,2,8,5,9
individual,P10,P10,valence,multimodal,knn,5,2,2,8,2,12
individual,P10,P10,valence,multimodal,knn,5,3,2,8,1,13
individual,P10,P10,valence,multimodal,knn,5,4,4,6,7,7
individual,P10,P10,valence,multimodal,knn,5,5,3,7,3,11
individual,P10,P10,valence,multimodal,knn,10,1,3,7,5,9
individual,P10,P10,valence,multimodal,knn,10,2,3,7,4,10
individual,P10,P10,valence,multimodal,knn,10,3,2,8,1,13
individual,P10,P10,valence,multimodal,knn,10,4,3,7,6,8
individual,P10,P10,valence,multimodal,knn,10,5,1,9,1,13
individual,P10,P10,valence,multimodal,knn,20,1,4,6,7,7
individual,P10,P10,valence,multimodal,knn,20,2,1,9,4,10
individual,P10,P10,valence,multimodal,knn,20,3,4,6,4,10
individual,P10,P10,valence,multimodal,knn,20,4,5,5,8,6
individual,P10,P10,valence,multimodal,knn,20,5,3,7,0,14
individual,P10,P10,valence,multimodal,svm,all,1,1,9,11,3
individual,P10,P10,valence,multimodal,svm,all,2,3,7,6,8
individual,P10,P10,valence,multimodal,svm,all,3,0,10,0,14
individual,P10,P10,valence,multimodal,svm,all,4,5,5,8,6
individual,P10,P10,valence,multimodal,svm,all,5,0,10,0,14
individual,P10,P10,valence,multimodal,svm,5,1,2,8,5,9
individual,P10,P10,valence,multimodal,svm,5,2,2,8,4,10
individual,P10,P10,valence,multimodal,svm,5,3,3,7,1,13
individual,P10,P10,valence,multimodal,svm,5,4,2,8,6,8
individual,P10,P10,valence,multimodal,svm,5,5,0,10,0,14
individual,P10,P10,valence,multimodal,svm,10,1,5,5,10,4
individual,P10,P10,valence,multimodal,svm,10,2,2,8,6,8
individual,P10,P10,valence,multimodal,svm,10,3,2,8,2,12
individual,P10,P10,valence,multimodal,svm,10,4,2,8,8,6
individual,P10,P10,valence,multimodal,svm,10,5,4,6,2,12
individual,P10,P10,valence,multimodal,svm,20,1,3,7,9,5
individual,P10,P10,valence,multimodal,svm,20,2,2,8,5,9
individual,P10,P10,valence,multimodal,svm,20,3,2,8,2,12
individual,P10,P10,valence,multimodal,svm,20,4,5,5,7,7
individual,P10,P10,valence,multimodal,svm,20,5,6,4,3,11
individual,P10,P10,valence,multimodal,gnb,all,1,1,9,7,7
individual,P10,P10,valence,multimodal,gnb,all,2,1,9,3,11
individual,P10,P10,valence,multimodal,gnb,all,3,2,8,2,12
individual,P10,P10,valence,multimodal,gnb,all,4,5,5,8,6
individual,P10,P10,valence,multimodal,gnb,all,5,3,7,3,11
individual,P10,P10,valence,multimodal,gnb,5,1,1,9,1,13
individual,P10,P10,valence,multimodal,gnb,5,2,2,8,5,9
individual,P10,P10,valence,multimodal,gnb,5,3,2,8,2,12
individual,P10,P10,valence,multimodal,gnb,5,4,4,6,10,4
individual,P10,P10,valence,multimodal,gnb,5,5,3,7,2,12
individual,P10,P10,valence,multimodal,gnb,10,1,2,8,8,6
individual,P10,P10,valence,multimodal,gnb,10,2,2,8,6,8
individual,P10,P10,valence,multimodal,gnb,10,3,1,9,2,12
individual,P10,P10,valence,multimodal,gnb,10,4,3,7,8,6
individual,P10,P10,valence,multimodal,gnb,10,5,2,8,2,12
individual,P10,P10,valence,multimodal,gnb,20,1,2,8,10,4
individual,P10,P10,valence,multimodal,gnb,20,2,2,8,6,8
individual,P10,P10,valence,multimodal,gnb,20,3,0,10,2,12
individual,P10,P10,valence,multimodal,gnb,20,4,5,5,8,6
individual,P10,P10,valence,multimodal,gnb,20,5,5,5,3,11
