mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,best_parameters,inner_best_rmse
individual,P19,P19,valence,face,svr,all,all,5,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": ""scale"", ""regressor__kernel"": ""rbf""}",1.6651459445825472
individual,P19,P19,valence,face,svr,5,5,1,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.4829162246457137
individual,P19,P19,valence,face,svr,5,5,2,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.5356574738037965
individual,P19,P19,valence,face,svr,5,5,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6605440821784292
individual,P19,P19,valence,face,svr,5,5,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.5899008350260404
individual,P19,P19,valence,face,svr,5,5,5,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6562977466742357
individual,P19,P19,valence,face,svr,10,10,1,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.4830737328562775
individual,P19,P19,valence,face,svr,10,10,2,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.574123322613362
individual,P19,P19,valence,face,svr,10,10,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.663905595469657
individual,P19,P19,valence,face,svr,10,10,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.589683569697323
individual,P19,P19,valence,face,svr,10,10,5,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": ""scale"", ""regressor__kernel"": ""rbf""}",1.6651459445825472
individual,P19,P19,valence,face,svr,20,10,1,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.4830737328562775
individual,P19,P19,valence,face,svr,20,10,2,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.574123322613362
individual,P19,P19,valence,face,svr,20,10,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.663905595469657
individual,P19,P19,valence,face,svr,20,10,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.589683569697323
individual,P19,P19,valence,face,svr,20,10,5,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": ""scale"", ""regressor__kernel"": ""rbf""}",1.6651459445825472
individual,P19,P19,valence,face,ridge,all,all,1,"{""regressor__alpha"": 100}",1.493347864371901
individual,P19,P19,valence,face,ridge,all,all,2,"{""regressor__alpha"": 100}",1.5993792445163957
individual,P19,P19,valence,face,ridge,all,all,3,"{""regressor__alpha"": 100}",1.7056081526342597
individual,P19,P19,valence,face,ridge,all,all,4,"{""regressor__alpha"": 100}",1.619918676907827
individual,P19,P19,valence,face,ridge,all,all,5,"{""regressor__alpha"": 100}",1.6755456092244556
individual,P19,P19,valence,face,ridge,5,5,1,"{""regressor__alpha"": 100}",1.491118880843666
individual,P19,P19,valence,face,ridge,5,5,2,"{""regressor__alpha"": 100}",1.5919355587077726
individual,P19,P19,valence,face,ridge,5,5,3,"{""regressor__alpha"": 100}",1.6786640772755612
individual,P19,P19,valence,face,ridge,5,5,4,"{""regressor__alpha"": 100}",1.601972643212998
individual,P19,P19,valence,face,ridge,5,5,5,"{""regressor__alpha"": 100}",1.6535647652831678
individual,P19,P19,valence,face,ridge,10,10,1,"{""regressor__alpha"": 100}",1.493347864371901
individual,P19,P19,valence,face,ridge,10,10,2,"{""regressor__alpha"": 100}",1.5993792445163957
individual,P19,P19,valence,face,ridge,10,10,3,"{""regressor__alpha"": 100}",1.7056081526342597
individual,P19,P19,valence,face,ridge,10,10,4,"{""regressor__alpha"": 100}",1.619918676907827
individual,P19,P19,valence,face,ridge,10,10,5,"{""regressor__alpha"": 100}",1.6755456092244556
individual,P19,P19,valence,face,ridge,20,10,1,"{""regressor__alpha"": 100}",1.493347864371901
individual,P19,P19,valence,face,ridge,20,10,2,"{""regressor__alpha"": 100}",1.5993792445163957
individual,P19,P19,valence,face,ridge,20,10,3,"{""regressor__alpha"": 100}",1.7056081526342597
individual,P19,P19,valence,face,ridge,20,10,4,"{""regressor__alpha"": 100}",1.619918676907827
individual,P19,P19,valence,face,ridge,20,10,5,"{""regressor__alpha"": 100}",1.6755456092244556
individual,P19,P19,valence,multimodal,knn,all,all,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5593526010874132
individual,P19,P19,valence,multimodal,knn,all,all,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.750922511984017
individual,P19,P19,valence,multimodal,knn,all,all,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.720886862488996
individual,P19,P19,valence,multimodal,knn,all,all,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6574118251049412
individual,P19,P19,valence,multimodal,knn,all,all,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8129682022810787
individual,P19,P19,valence,multimodal,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.4637197274139455
individual,P19,P19,valence,multimodal,knn,5,5,2,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.6504982462290698
individual,P19,P19,valence,multimodal,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8371733428372767
individual,P19,P19,valence,multimodal,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6503395324322785
individual,P19,P19,valence,multimodal,knn,5,5,5,"{""regressor__n_neighbors"": 7, ""regressor__weights"": ""distance""}",1.8638901856611865
individual,P19,P19,valence,multimodal,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.5234187318301806
individual,P19,P19,valence,multimodal,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.7105503828451456
individual,P19,P19,valence,multimodal,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.831018186150092
individual,P19,P19,valence,multimodal,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.679663344691584
individual,P19,P19,valence,multimodal,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.9143103059713296
individual,P19,P19,valence,multimodal,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.469859175891609
individual,P19,P19,valence,multimodal,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.7023369786554003
individual,P19,P19,valence,multimodal,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.8068217740217416
individual,P19,P19,valence,multimodal,knn,20,20,4,"{""regressor__n_neighbors"": 5, ""regressor__weights"": ""uniform""}",1.654201771739546
individual,P19,P19,valence,multimodal,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9160373067466967
individual,P19,P19,valence,multimodal,svr,all,all,1,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": ""scale"", ""regressor__kernel"": ""rbf""}",1.483310202673775
individual,P19,P19,valence,multimodal,svr,all,all,2,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": ""scale"", ""regressor__kernel"": ""rbf""}",1.6379538736846262
individual,P19,P19,valence,multimodal,svr,all,all,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": ""scale"", ""regressor__kernel"": ""rbf""}",1.6702792314139563
individual,P19,P19,valence,multimodal,svr,all,all,4,"{""regressor__C"": 10, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.5961953515791245
individual,P19,P19,valence,multimodal,svr,all,all,5,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.6946523907093445
individual,P19,P19,valence,multimodal,svr,5,5,1,"{""regressor__C"": 1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.4521424444051174
individual,P19,P19,valence,multimodal,svr,5,5,2,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6074136662494125
individual,P19,P19,valence,multimodal,svr,5,5,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6721730075023709
individual,P19,P19,valence,multimodal,svr,5,5,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.5914137272439632
individual,P19,P19,valence,multimodal,svr,5,5,5,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.695189030089851
individual,P19,P19,valence,multimodal,svr,10,10,1,"{""regressor__C"": 1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.4628600090583028
individual,P19,P19,valence,multimodal,svr,10,10,2,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6113712369620077
individual,P19,P19,valence,multimodal,svr,10,10,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.671367261025421
individual,P19,P19,valence,multimodal,svr,10,10,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.5925136682709546
individual,P19,P19,valence,multimodal,svr,10,10,5,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.700998448160213
individual,P19,P19,valence,multimodal,svr,20,20,1,"{""regressor__C"": 1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.4364743027204083
individual,P19,P19,valence,multimodal,svr,20,20,2,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6159181190059433
individual,P19,P19,valence,multimodal,svr,20,20,3,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.6606064696420078
individual,P19,P19,valence,multimodal,svr,20,20,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.593617369930585
individual,P19,P19,valence,multimodal,svr,20,20,5,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.01, ""regressor__kernel"": ""rbf""}",1.7007982532942965
individual,P19,P19,valence,multimodal,ridge,all,all,1,"{""regressor__alpha"": 100}",1.567616808769572
individual,P19,P19,valence,multimodal,ridge,all,all,2,"{""regressor__alpha"": 100}",1.702546754736492
individual,P19,P19,valence,multimodal,ridge,all,all,3,"{""regressor__alpha"": 100}",1.7123088733055856
individual,P19,P19,valence,multimodal,ridge,all,all,4,"{""regressor__alpha"": 100}",1.7328701423993995
individual,P19,P19,valence,multimodal,ridge,all,all,5,"{""regressor__alpha"": 100}",1.997093095845424
individual,P19,P19,valence,multimodal,ridge,5,5,1,"{""regressor__alpha"": 100}",1.4820203974131685
individual,P19,P19,valence,multimodal,ridge,5,5,2,"{""regressor__alpha"": 100}",1.6329795313328306
individual,P19,P19,valence,multimodal,ridge,5,5,3,"{""regressor__alpha"": 100}",1.7779095977675812
individual,P19,P19,valence,multimodal,ridge,5,5,4,"{""regressor__alpha"": 100}",1.6050006366067606
individual,P19,P19,valence,multimodal,ridge,5,5,5,"{""regressor__alpha"": 100}",1.7924504320818455
individual,P19,P19,valence,multimodal,ridge,10,10,1,"{""regressor__alpha"": 100}",1.4818115487351315
individual,P19,P19,valence,multimodal,ridge,10,10,2,"{""regressor__alpha"": 100}",1.6408766478032206
individual,P19,P19,valence,multimodal,ridge,10,10,3,"{""regressor__alpha"": 100}",1.8042531379600624
individual,P19,P19,valence,multimodal,ridge,10,10,4,"{""regressor__alpha"": 100}",1.6408835729739373
individual,P19,P19,valence,multimodal,ridge,10,10,5,"{""regressor__alpha"": 100}",1.8461976155270747
individual,P19,P19,valence,multimodal,ridge,20,20,1,"{""regressor__alpha"": 100}",1.469477431784662
individual,P19,P19,valence,multimodal,ridge,20,20,2,"{""regressor__alpha"": 100}",1.650689571175972
individual,P19,P19,valence,multimodal,ridge,20,20,3,"{""regressor__alpha"": 100}",1.776656258995209
individual,P19,P19,valence,multimodal,ridge,20,20,4,"{""regressor__alpha"": 100}",1.6600435469755812
individual,P19,P19,valence,multimodal,ridge,20,20,5,"{""regressor__alpha"": 100}",1.8817158521673705
individual,P19,P19,arousal,eeg,knn,all,all,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5508324776412823
individual,P19,P19,arousal,eeg,knn,all,all,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.6817542155773408
individual,P19,P19,arousal,eeg,knn,all,all,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.77545393098852
individual,P19,P19,arousal,eeg,knn,all,all,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.5508487574041718
individual,P19,P19,arousal,eeg,knn,all,all,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.771632399609829
individual,P19,P19,arousal,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.6380909855295434
individual,P19,P19,arousal,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.797895451256843
individual,P19,P19,arousal,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.771556757083973
individual,P19,P19,arousal,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.6785689428615036
individual,P19,P19,arousal,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9044850571694003
