participant,target,task,task_display,robot_condition,robot_rating,robot_rating_1_to_7,robot_rating_class,n_candidate_windows,n_complete_top3_windows,n_incomplete_top3_windows,fraction_complete_top3_windows,n_consensus_windows,unanimous_agreement_rate,unanimous_high_rate,unanimous_low_rate,fraction_unanimous_top3_windows,fraction_unanimous_high_windows,fraction_unanimous_low_windows,majority_vote_high_fraction,models_with_shift_warning,median_top3_consensus_probability,mean_top3_consensus_probability,fraction_consensus_windows_ge_0_5,descriptive_task_verdict,consensus_verdict,verdict_matches_robot_rating,consensus_matches_robot_rating,mean_top3_probability_range,median_top3_probability_range,mean_pairwise_absolute_probability_difference,disagreement_rate,class_agreement_1_2,class_agreement_1_3,class_agreement_2_3,probability_correlation_1_2,probability_correlation_1_3,probability_correlation_2_3,nearest_image_distance,top3_median_fraction_windows_with_outside,outside_selected_fraction,median_abs_image_z,max_abs_image_z,rank1_image_ba,rank1_image_accuracy,rank2_image_ba,rank2_image_accuracy,rank3_image_ba,rank3_image_accuracy,mean_top3_image_ba,median_top3_image_ba,mean_top3_image_accuracy,median_top3_image_accuracy,branch,actual_class,actual_high,predicted_probability,predicted_class,predicted_high,correct,absolute_margin,rank1_modality,rank2_modality,rank3_modality,probability_correlation_1_2_x,probability_correlation_1_3_x,probability_correlation_2_3_x,probability_correlation_1_2_y,probability_correlation_1_3_y,probability_correlation_2_3_y
P01,valence,sisyphus,Sisyphus,,5.0,5.0,HIGH,88,88,0,1.0,88.0,0.3636363636363636,0.3068181818181818,0.0568181818181818,0.3636363636363636,0.3068181818181818,0.0568181818181818,0.6022727272727273,,0.5330257141177299,0.5202947500942617,0.6022727272727273,HIGH,HIGH,True,True,0.4796805034041775,0.488072863044859,0.3197870022694516,0.6363636363636364,0.5795454545454546,0.5340909090909091,0.6136363636363636,0.2939420580367637,-0.0319071748226896,0.3837194304294944,3.556984482705758,0.75,0.2397727272727272,1.1094321628943704,30.449248778861005,0.5632051282051282,0.5877470355731226,0.5589160839160839,0.5703557312252965,0.5536130536130537,0.5612648221343873,0.5585780885780885,0.5589160839160839,0.5731225296442687,0.5703557312252965,eeg_only,HIGH,1,0.5330257141177299,HIGH,1,True,0.0330257141177299,,,,,,,,,
P01,valence,stack,St,FAULTY,5.0,5.0,HIGH,70,70,0,1.0,70.0,0.8142857142857143,0.8142857142857143,0.0,0.8142857142857143,0.8142857142857143,0.0,0.9571428571428572,,0.7284667926812453,0.7024976844127607,0.9571428571428572,HIGH,HIGH,True,True,0.3682528284719895,0.3525950952928584,0.245501885647993,0.1857142857142857,0.8571428571428571,0.8428571428571429,0.9285714285714286,0.1843331498119187,-0.1928441158183174,0.2580333916963984,1.6345996549211057,0.2857142857142857,0.0542857142857142,0.5093087620102863,39.06951451629544,0.5632051282051282,0.5877470355731226,0.5589160839160839,0.5703557312252965,0.5536130536130537,0.5612648221343873,0.5585780885780885,0.5589160839160839,0.5731225296442687,0.5703557312252965,eeg_only,HIGH,1,0.7284667926812453,HIGH,1,True,0.2284667926812452,,,,,,,,,
P02,arousal,pick_place,PnP,FAST,1.0,1.0,LOW,52,52,0,1.0,52.0,0.6730769230769231,0.6730769230769231,0.0,0.6730769230769231,0.6730769230769231,0.0,1.0,,0.65094108481347,0.6568876623786354,1.0,HIGH,HIGH,False,False,0.3259404815929899,0.2170471964712957,0.2172936543953266,0.3269230769230769,1.0,0.6730769230769231,0.6730769230769231,0.3565563752059994,0.0230958900034546,-0.3409496932792395,1.1569938751698174,0.1923076923076923,0.0538461538461538,0.5551692745108852,5211.580704851033,0.4967032967032967,0.54,0.4956043956043955,0.52,0.4593864468864469,0.49,0.4838980463980464,0.4956043956043955,0.5166666666666667,0.52,eeg_only,LOW,0,0.65094108481347,HIGH,1,False,0.15094108481347,,,,,,,,,
P02,arousal,shape_sorter_alone,SSAlone,,5.0,5.0,HIGH,33,33,0,1.0,33.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,,0.6312798969473649,0.6474229883489468,1.0,HIGH,HIGH,True,True,0.3343629326459273,0.2965383344197151,0.2229086217639515,0.3333333333333333,0.8484848484848485,0.8181818181818182,0.6666666666666666,0.5162681761891244,0.1409086792704848,-0.507006867396932,1.4209079748293163,0.1212121212121212,0.0492424242424242,0.5778879506055387,3793.05129718822,0.4967032967032967,0.54,0.4956043956043955,0.52,0.4593864468864469,0.49,0.4838980463980464,0.4956043956043955,0.5166666666666667,0.52,eeg_only,HIGH,1,0.6312798969473649,HIGH,1,True,0.1312798969473648,,,,,,,,,
P02,arousal,shape_sorter_interaction,SSInt,,5.0,5.0,HIGH,101,101,0,1.0,101.0,0.7425742574257426,0.7425742574257426,0.0,0.7425742574257426,0.7425742574257426,0.0,0.99009900990099,,0.6542405719668783,0.660859083325111,1.0,HIGH,HIGH,True,True,0.3020087856807212,0.2925365603912386,0.2013391904538141,0.2574257425742574,0.9603960396039604,0.7722772277227723,0.7524752475247525,0.6419002070787242,0.2391650622561682,0.0802757276641179,1.475900422702958,0.1089108910891089,0.0321782178217821,0.650538443443523,3693.468967625017,0.4967032967032967,0.54,0.4956043956043955,0.52,0.4593864468864469,0.49,0.4838980463980464,0.4956043956043955,0.5166666666666667,0.52,eeg_only,HIGH,1,0.6542405719668783,HIGH,1,True,0.1542405719668783,,,,,,,,,
P02,arousal,shape_sorter_observation,SSObs,FAULTY,5.0,5.0,HIGH,66,66,0,1.0,66.0,0.8181818181818182,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,0.0,1.0,,0.6591406287284896,0.6650404428828905,1.0,HIGH,HIGH,True,True,0.2590587766893951,0.1921159189404982,0.1727058511262633,0.1818181818181818,0.9696969696969696,0.8484848484848485,0.8181818181818182,0.4212545200559046,0.0912537733236424,-0.3359720503712279,1.3032988263669196,0.2272727272727272,0.056060606060606,0.5861117065590731,4159.043071293957,0.4967032967032967,0.54,0.4956043956043955,0.52,0.4593864468864469,0.49,0.4838980463980464,0.4956043956043955,0.5166666666666667,0.52,eeg_only,HIGH,1,0.6591406287284896,HIGH,1,True,0.1591406287284895,,,,,,,,,
P02,arousal,sisyphus,Sisyphus,,6.0,6.0,HIGH,113,113,0,1.0,113.0,0.7699115044247787,0.7699115044247787,0.0,0.7699115044247787,0.7699115044247787,0.0,0.9823008849557522,,0.6405731234570053,0.6499319185888752,1.0,HIGH,HIGH,True,True,0.2643308411586532,0.2311650710646599,0.1762205607724354,0.2300884955752212,0.9380530973451328,0.8141592920353983,0.7876106194690266,0.6041707799448303,0.1190234529454825,-0.1465051078763137,1.305040432173863,0.0973451327433628,0.0221238938053097,0.5841859789837935,3857.061235856227,0.4967032967032967,0.54,0.4956043956043955,0.52,0.4593864468864469,0.49,0.4838980463980464,0.4956043956043955,0.5166666666666667,0.52,eeg_only,HIGH,1,0.6405731234570053,HIGH,1,True,0.1405731234570053,,,,,,,,,
P02,arousal,stack,St,SLOW,6.0,6.0,HIGH,124,124,0,1.0,124.0,0.7903225806451613,0.7903225806451613,0.0,0.7903225806451613,0.7903225806451613,0.0,1.0,,0.6669619743048879,0.6762867955582905,0.9919354838709676,HIGH,HIGH,True,True,0.2973370199241194,0.257576095541132,0.1982246799494129,0.2096774193548387,0.9758064516129032,0.8145161290322581,0.7903225806451613,0.7218866031899532,0.1064975344984509,-0.1475031257336151,1.2683263758196195,0.1854838709677419,0.0387096774193548,0.580708649547977,3872.9721722940208,0.4967032967032967,0.54,0.4956043956043955,0.52,0.4593864468864469,0.49,0.4838980463980464,0.4956043956043955,0.5166666666666667,0.52,eeg_only,HIGH,1,0.6669619743048879,HIGH,1,True,0.1669619743048879,,,,,,,,,
P02,valence,pick_place,PnP,FAST,5.0,5.0,HIGH,52,52,0,1.0,52.0,0.8269230769230769,0.5961538461538461,0.2307692307692307,0.8269230769230769,0.5961538461538461,0.2307692307692307,0.6923076923076923,,0.5297012538774031,0.5327240275474847,0.6923076923076923,HIGH,HIGH,True,True,0.3164955519058102,0.3412446606827488,0.2109970346038734,0.173076923076923,0.8653846153846154,0.8653846153846154,0.9230769230769232,0.6536823023822469,0.5850304635845135,0.9770569382979016,1.5164752297486928,0.25,0.0538461538461538,0.5278241813143674,18.53999104809884,0.6842424242424243,0.75,0.6586363636363636,0.6654411764705882,0.6486363636363637,0.700735294117647,0.6638383838383838,0.6586363636363636,0.7053921568627451,0.700735294117647,eeg_only,HIGH,1,0.5297012538774031,HIGH,1,True,0.029701253877403,,,,,,,,,
P02,valence,shape_sorter_alone,SSAlone,,5.0,5.0,HIGH,33,33,0,1.0,33.0,0.8787878787878788,0.2727272727272727,0.6060606060606061,0.8787878787878788,0.2727272727272727,0.6060606060606061,0.303030303030303,,0.4602476378689045,0.4823963693907283,0.303030303030303,LOW,LOW,False,False,0.3169950482116503,0.3459347101764157,0.2113300321411002,0.1212121212121212,0.9393939393939394,0.8787878787878788,0.9393939393939394,0.7912627129586213,0.7706011055057662,0.970081363764808,2.51755296858884,0.2121212121212121,0.0545454545454545,0.8565091609467339,13.231465734040032,0.6842424242424243,0.75,0.6586363636363636,0.6654411764705882,0.6486363636363637,0.700735294117647,0.6638383838383838,0.6586363636363636,0.7053921568627451,0.700735294117647,eeg_only,HIGH,1,0.4602476378689045,LOW,0,False,0.0397523621310955,,,,,,,,,
P02,valence,shape_sorter_interaction,SSInt,,6.0,6.0,HIGH,101,101,0,1.0,101.0,0.8415841584158416,0.2871287128712871,0.5544554455445545,0.8415841584158416,0.2871287128712871,0.5544554455445545,0.3267326732673267,,0.4790224352323877,0.4721861720949106,0.3267326732673267,LOW,LOW,False,False,0.3080898788538161,0.3485728498517569,0.2053932525692107,0.1584158415841584,0.8910891089108911,0.8613861386138614,0.9306930693069309,0.7460586904462924,0.7109860723535637,0.9660339053978428,1.949050241607007,0.1683168316831683,0.0425742574257425,0.7499374891856156,16.54235941865733,0.6842424242424243,0.75,0.6586363636363636,0.6654411764705882,0.6486363636363637,0.700735294117647,0.6638383838383838,0.6586363636363636,0.7053921568627451,0.700735294117647,eeg_only,HIGH,1,0.4790224352323877,LOW,0,False,0.0209775647676123,,,,,,,,,
P02,valence,shape_sorter_observation,SSObs,FAULTY,3.0,3.0,LOW,66,66,0,1.0,66.0,0.803030303030303,0.303030303030303,0.5,0.803030303030303,0.303030303030303,0.5,0.3636363636363636,,0.4869204711614658,0.4775971199664864,0.3636363636363636,LOW,LOW,True,True,0.2831754980972605,0.3325364256090443,0.1887836653981736,0.1969696969696969,0.8484848484848485,0.8484848484848485,0.9090909090909092,0.7592070170552297,0.744411432986152,0.9907430590066632,1.7648163525764309,0.1666666666666666,0.0469696969696969,0.727985536563169,14.436638428928893,0.6842424242424243,0.75,0.6586363636363636,0.6654411764705882,0.6486363636363637,0.700735294117647,0.6638383838383838,0.6586363636363636,0.7053921568627451,0.700735294117647,eeg_only,LOW,0,0.4869204711614658,LOW,0,True,0.0130795288385341,,,,,,,,,
P02,valence,sisyphus,Sisyphus,,6.0,6.0,HIGH,113,113,0,1.0,113.0,0.831858407079646,0.3008849557522124,0.5309734513274337,0.831858407079646,0.3008849557522124,0.5309734513274337,0.3805309734513274,,0.4696058528334509,0.4658307435759715,0.3805309734513274,LOW,LOW,False,False,0.3128660131942632,0.3451373885056193,0.2085773421295088,0.168141592920354,0.8672566371681416,0.8761061946902655,0.9203539823008848,0.8062147090660822,0.779517105115979,0.9843374410642072,1.8510748836641544,0.168141592920354,0.027433628318584,0.7180569986342963,13.470812904277055,0.6842424242424243,0.75,0.6586363636363636,0.6654411764705882,0.6486363636363637,0.700735294117647,0.6638383838383838,0.6586363636363636,0.7053921568627451,0.700735294117647,eeg_only,HIGH,1,0.4696058528334509,LOW,0,False,0.030394147166549,,,,,,,,,
P02,valence,stack,St,SLOW,4.0,4.0,HIGH,124,124,0,1.0,124.0,0.8629032258064516,0.282258064516129,0.5806451612903226,0.8629032258064516,0.282258064516129,0.5806451612903226,0.3225806451612903,,0.4604293131834158,0.4661396563211791,0.3225806451612903,LOW,LOW,False,False,0.320472346808888,0.3656052868815608,0.2136482312059253,0.1370967741935483,0.9193548387096774,0.8790322580645161,0.9274193548387096,0.7841661306514052,0.7548314386145637,0.9580176971400204,1.734184734941738,0.2096774193548387,0.0387096774193548,0.7661612696932559,16.451518622482446,0.6842424242424243,0.75,0.6586363636363636,0.6654411764705882,0.6486363636363637,0.700735294117647,0.6638383838383838,0.6586363636363636,0.7053921568627451,0.700735294117647,eeg_only,HIGH,1,0.4604293131834158,LOW,0,False,0.0395706868165842,,,,,,,,,
P03,arousal,pick_place,PnP,FAULTY,2.0,2.0,LOW,49,49,0,1.0,49.0,0.6530612244897959,0.2857142857142857,0.3673469387755102,0.6530612244897959,0.2857142857142857,0.3673469387755102,0.4489795918367347,,0.268908974671191,0.4774271909036192,0.4489795918367347,LOW,LOW,True,True,0.2884510392046001,0.2744390074901085,0.1923006928030667,0.3469387755102041,0.673469387755102,0.9591836734693876,0.673469387755102,0.6024395061029771,0.9912914232946676,0.579092645577996,2.0194774209852016,0.3673469387755102,0.0739795918367346,0.6542272077919185,133606.6887670347,0.5833333333333334,0.6054545454545455,0.53,0.5490909090909091,0.53,0.5490909090909091,0.5477777777777778,0.53,0.5678787878787879,0.5490909090909091,eeg_only,LOW,0,0.268908974671191,LOW,0,True,0.2310910253288089,,,,,,,,,
P03,arousal,shape_sorter_alone,SSAlone,,1.0,1.0,LOW,31,31,0,1.0,31.0,0.7419354838709677,0.4193548387096774,0.3225806451612903,0.7419354838709677,0.4193548387096774,0.3225806451612903,0.6774193548387096,,0.9999999920394558,0.6840503314029408,0.6774193548387096,HIGH,HIGH,False,False,0.2957727054188439,0.139446225446476,0.1971818036125626,0.2580645161290322,0.7419354838709677,1.0,0.7419354838709677,0.643377571942072,0.9967010454774108,0.6578998793259844,4.075740030219701,0.7741935483870968,0.1854838709677419,1.0596303821770956,25631.505781623782,0.5833333333333334,0.6054545454545455,0.53,0.5490909090909091,0.53,0.5490909090909091,0.5477777777777778,0.53,0.5678787878787879,0.5490909090909091,eeg_only,LOW,0,0.9999999920394558,HIGH,1,False,0.4999999920394558,,,,,,,,,
P03,arousal,shape_sorter_observation,SSObs,SLOW,6.0,6.0,HIGH,111,111,0,1.0,111.0,0.6756756756756757,0.1981981981981982,0.4774774774774775,0.6756756756756757,0.1981981981981982,0.4774774774774775,0.2612612612612612,,0.0635272968173525,0.2921164676258724,0.2612612612612612,LOW,LOW,False,False,0.3075437767667901,0.2873522740454809,0.2050291845111934,0.3243243243243243,0.6756756756756757,0.972972972972973,0.7027027027027027,0.6189658078683283,0.9910469349925068,0.5955679497210851,1.4648613856953916,0.2432432432432432,0.0461711711711711,0.5304681218301345,50529.80089802651,0.5833333333333334,0.6054545454545455,0.53,0.5490909090909091,0.53,0.5490909090909091,0.5477777777777778,0.53,0.5678787878787879,0.5490909090909091,eeg_only,HIGH,1,0.0635272968173525,LOW,0,False,0.4364727031826475,,,,,,,,,
P03,arousal,stack,St,FAST,3.0,3.0,LOW,69,69,0,1.0,69.0,0.6666666666666666,0.217391304347826,0.4492753623188406,0.6666666666666666,0.217391304347826,0.4492753623188406,0.2608695652173913,,0.148203300066816,0.2915010182762423,0.2608695652173913,LOW,LOW,True,True,0.2868805931875745,0.2864295905893125,0.1912537287917163,0.3333333333333333,0.6811594202898551,0.9855072463768116,0.6666666666666666,0.7652818976081847,0.982921020565611,0.7340538841428388,1.452407310048411,0.1739130434782608,0.0380434782608695,0.5379143282708424,36127.009278672274,0.5833333333333334,0.6054545454545455,0.53,0.5490909090909091,0.53,0.5490909090909091,0.5477777777777778,0.53,0.5678787878787879,0.5490909090909091,eeg_only,LOW,0,0.148203300066816,LOW,0,True,0.3517966999331839,,,,,,,,,
P03,valence,pick_place,PnP,FAULTY,2.0,2.0,LOW,49,49,0,1.0,49.0,0.4285714285714285,0.1836734693877551,0.2448979591836734,0.4285714285714285,0.1836734693877551,0.2448979591836734,0.4285714285714285,,0.4879117191370162,0.4219324943925973,0.4285714285714285,LOW,LOW,True,True,0.487064614058768,0.465785671717108,0.3247097427058453,0.5714285714285714,0.7551020408163265,0.5918367346938775,0.5102040816326531,0.4375401162012342,0.4224481690919246,0.3512581019052642,2.055221983776516,0.4285714285714285,0.1556122448979592,0.8380485249422687,60819.48771772089,0.5961904761904762,0.6254545454545454,0.5714285714285714,0.6272727272727272,0.565952380952381,0.5854545454545454,0.5778571428571428,0.5714285714285714,0.6127272727272727,0.6254545454545454,eeg_only,LOW,0,0.4879117191370162,LOW,0,True,0.0120882808629838,,,,,,,,,
P03,valence,shape_sorter_alone,SSAlone,,4.0,4.0,HIGH,31,31,0,1.0,31.0,0.5483870967741935,0.0,0.5483870967741935,0.5483870967741935,0.0,0.5483870967741935,0.0,,0.3233468709639899,0.2102028092963549,0.0,LOW,LOW,False,False,0.5694446571023576,0.4207073699516374,0.3796297714015717,0.4516129032258064,1.0,0.5483870967741935,0.5483870967741935,0.2658073593403773,0.4384704037355969,0.132881866825385,7.494463710588935,1.0,0.4798387096774194,2.566632335264936,19127.22937315352,0.5961904761904762,0.6254545454545454,0.5714285714285714,0.6272727272727272,0.565952380952381,0.5854545454545454,0.5778571428571428,0.5714285714285714,0.6127272727272727,0.6254545454545454,eeg_only,HIGH,1,0.3233468709639899,LOW,0,False,0.1766531290360101,,,,,,,,,
